,title,n_enrolled,course_type,institution,instructors,Level,subject,language,subtitles,course_effort,course_length,price
906,Cómo Convertirse en un Líder Exitoso (Entrenamiento de Liderazgo Inclusivo),11431,Self-paced on your time,Catalyst,María del Carmen Bernal González-Alejandra Moreno Maya-Deepali Bagati-Krista Brookman,Introductory,Business & Management,Español,Español,1–2 hours per week,4,50.0
907,Decision Making Under Uncertainty: Introduction to Structured Expert Judgment,0,Self-paced on your time,Delft University of Technology,Tina Nane-Anca Hanea-Roger Cooke,Introductory,Business & Management,English,English,4–6 hours per week,6,50.0
908,AP® Calculus BC,8542,Self-paced on your time,Davidson Next,Stephen Davis-Ben Klein-Jane Wortman,Introductory,Math,English,English,2–4 hours per week,11,49.0
909,Advanced Linear Algebra: Foundations to Frontiers,0,Self-paced on your time,The University of Texas at Austin,Maggie Myers-Robert van de Geijn,Advanced,Computer Science,English,English,8–12 hours per week,16,49.0
910,Entrepreneurial Opportunities,27182,Self-paced on your time,University of Adelaide,Noel Lindsay-Wendy Lindsay-Zrinka Tokic-Diana Lucic,Introductory,Business & Management,English,English,2–3 hours per week,5,50.0
911,Agua en América Latina: Abundancia en medio de la escasez mundial,38581,Self-paced on your time,Inter-American Development Bank,Jorge Ducci-Juan Mauricio Benavides-Mario Díaz Granados-Luis Alejandro Camacho,Introductory,Environmental Studies,Español,Español,3–4 hours per week,10,25.0
912,Understanding Political Concepts,7421,Self-paced on your time,Università degli Studi di Napoli Federico II,Mauro Calise-Werner Patzelt-Fortunato Musella-Valentina Reda,Introductory,Social Sciences,English,English,4–6 hours per week,6,59.0
913,How to Code: Complex Data,34190,Self-paced on your time,University of British Columbia,Gregor Kiczales,Introductory,Computer Science,English,English,2–3 hours per week,6,125.0
914,Hypersonics – from Shock Waves to Scramjets,19043,Self-paced on your time,The University of Queensland,Professor David J. Mee-Professor Richard G. Morgan-Professor Michael Smart-Associate Professor Vincent Wheatley,Advanced,Engineering,English,English,4–8 hours per week,4,99.0
915,Micro and Nanofabrication (MEMS),16094,Self-paced on your time,École polytechnique fédérale de Lausanne,Juergen Brugger-Martin Gijs,Advanced,Engineering,English,"English, Français",3–5 hours per week,7,199.0
916,Scientific Methods and Research,7501,Self-paced on your time,Ural Federal University,Ivan Zamoshchanskii-Kalganova Tatiana,Intermediate,Science,English,English,3–4 hours per week,5,49.0
917,Customer Centric Marketing for Entrepreneurs,14003,Self-paced on your time,Babson College,Beth Goldstein,Intermediate,Business & Management,English,English,4–6 hours per week,4,149.0
918,Dog Behavior: Problems and Solutions,16467,Self-paced on your time,Arizona State University,"Clive D.L. Wynne,",Intermediate,Social Sciences,English,English,4–10 hours per week,3,169.0
919,The Business of Mining,20406,Self-paced on your time,Curtin University,Felix Chan-Steve Hall-Bryan Maybee-Dan Packey,Introductory,Business & Management,English,English,2–3 hours per week,4,139.0
920,"Social Work Practice in Community Organization, Management and Policy/Evaluation",9522,Self-paced on your time,The University of Michigan,Barbara Hiltz,Advanced,Social Sciences,English,English,8–10 hours per week,8,199.0
921,The Business of Aging in the Longevity Economy,0,Self-paced on your time,Georgetown University,"Pamela A. Saunders, Ph.D.-Andrew Carle-Sonya Barsness, M.S.-Tara McMulen, Ph.D., MPH",Introductory,Social Sciences,English,English,1–2 hours per week,4,139.0
922,Understanding the Australian Health Care System,8343,Self-paced on your time,The University of Queensland,Cherri Ryan-Mieke van Driel-Allyson Mutch,Introductory,Medicine,English,English,1–2 hours per week,9,59.0
923,Age of Sustainable Development,10019,Self-paced on your time,SDG Academy,Jeffrey D. Sachs,Intermediate,Social Sciences,English,"English, Português, Русский",4–6 hours per week,14,49.0
924,Internationalization: Creating Digital Content for the World,0,Self-paced on your time,University of Washington,Agustín Da Fieno Delucchi-Jorge Russo dos Santos-Pavel Soukenik,Advanced,Computer Science,English,English,2–5 hours per week,4,199.0
925,Multi-Object Tracking for Automotive Systems,8581,Instructor-led on a course schedule,Chalmers University of Technology,Lennart Svensson-Karl Granström-Yuxuan Xia,Advanced,Engineering,English,English,10–20 hours per week,10,249.0
926,Economics and Policies in a Biobased Economy,0,Self-paced on your time,Wageningen University & Research,Justus Wesseler-Dusan Drabik-Hans van Meijl,Advanced,Energy & Earth Sciences,English,English,12–20 hours per week,4,149.0
927,Strategic Leadership in Healthcare,6237,Self-paced on your time,Doane University,Helen Abdali Soosan Fagan,Intermediate,Business & Management,English,English,5–10 hours per week,5,199.0
928,Terrorism and Counterterrorism: An Introduction,14128,Self-paced on your time,Georgetown University,Daniel Byman-Christine Fair-Bruce Hoffman-Paul Pillar,Introductory,Humanities,English,English,8–10 hours per week,3,49.0
929,Exploring Psychology's Core Concepts|走进心理学,5741,Self-paced on your time,Tsinghua University,Jing QIAN,Introductory,Social Sciences,English,English,3–5 hours per week,6,139.0
930,Creating Virtual Reality (VR) Apps,22349,Self-paced on your time,"The University of California, San Diego",Jurgen P. Schulze,Intermediate,Computer Science,English,English,5–7 hours per week,6,99.0
931,Análisis Multivariable en SPSS,0,Self-paced on your time,Universidad Galileo,Samuel Reyes Gómez,Introductory,Data Analysis & Statistics,Español,Español,4–5 hours per week,5,49.0
932,Steps in Japanese for Beginners2 Part1,0,Self-paced on your time,Waseda University,Naoko Kinoshita-Yukiyo HAMAKAWA,Introductory,Language,English,English,3–5 hours per week,5,99.0
933,"Competencias para buscar, mantener y promocionar en un empleo",0,Self-paced on your time,Universidad Autónoma de Madrid,Dolores Izuzquiza Gasset-Pablo Rodríguez Herrero-Andrés Cabrera García-Agustín de la Herrán Gascón,Introductory,Social Sciences,Español,Español,3–5 hours per week,4,49.0
934,Dynamics and Control,27763,Self-paced on your time,Universitat Politècnica de Valencia,Pedro Albertos,Introductory,Engineering,English,English,4–5 hours per week,6,50.0
935,Finding Your Cybersecurity Career Path,19283,Self-paced on your time,University of Washington,Barbara Endicott-Popovsky,Introductory,Computer Science,English,English,2–5 hours per week,6,199.0
936,Introducción a la caligrafía y paleografía en archivos hispanos medievales y modernos,12674,Self-paced on your time,Universidad Carlos III de Madrid,Diego Navarro Bonilla-José Luis La Torre Merino-Eduardo Juárez Valero,Introductory,Humanities,Español,Español,3–4 hours per week,6,29.0
937,Mechanics: Rotational Dynamics,13183,Self-paced on your time,Massachusetts Institute of Technology,Peter Dourmashkin-George Stephans-Deepto Chakrabarty-Analia Barrantes,Intermediate,Physics,English,English,10–12 hours per week,12,49.0
938,Applying Health Coaching in Patient Care,0,Self-paced on your time,Doane University,Kelsey Pruss,Introductory,Medicine,English,English,5–10 hours per week,3,199.0
939,Databases: Modeling and Theory,0,Self-paced on your time,Stanford University,Jennifer Widom,Introductory,Computer Science,English,English,8–10 hours per week,2,50.0
940,"Islamic Banking: Principles, Practice and Risk Management",0,Self-paced on your time,The Islamic Research and Training Institute,Azmi Omar-Ahmed Iskanderani-Khalifa M. Ali-Yahya Aleem ur Rehman,Introductory,Economics & Finance,English,English,3–6 hours per week,4,49.0
941,Liderazgo orientado al florecimiento humano,7911,Self-paced on your time,Tecnológico de Monterrey,Santiago José Vázquez Blanco,Introductory,Business & Management,Español,Español,5–8 hours per week,4,149.0
942,Software Construction: Object-Oriented Design,23100,Self-paced on your time,University of British Columbia,Gail Murphy-Elisa Baniassad,Intermediate,Computer Science,English,English,8–10 hours per week,6,125.0
943,"Introduction to Hyperledger Sovereign Identity Blockchain Solutions: Indy, Aries & Ursa",0,Self-paced on your time,The Linux Foundation,Stephen Curran-Carol Howard,Introductory,Computer Science,English,English,2–3 hours per week,7,199.0
944,Fondements de l’économie sociale et solidaire,0,Instructor-led on a course schedule,Université catholique de Louvain,Marthe Nyssens,Intermediate,Social Sciences,Français,Français,2–3 hours per week,12,50.0
945,The Civil War and Reconstruction - 1861 - 1865: A New Birth of Freedom,17941,Self-paced on your time,Columbia University,Eric Foner-Tim Shenk-Columbia University Center for Teaching and Learning,Introductory,History,English,English,6–8 hours per week,12,50.0
946,Innovation Strategies for Electric Mobility: The StreetScooter Case,0,Self-paced on your time,RWTH Aachen University,Frank T. Piller-Malte Brettel-Achim Kampker-Torsten-Oliver Salge,Intermediate,Business & Management,English,English,2–4 hours per week,6,99.0
947,Sustainable Energy,0,Instructor-led on a course schedule,Massachusetts Institute of Technology,Michael Golay,Advanced,Energy & Earth Sciences,English,English,8–12 hours per week,13,149.0
948,Designing and Leading Learning Systems,11895,Self-paced on your time,The University of Michigan,Donald J. Peurach,Advanced,Education & Teacher Training,English,English,2–4 hours per week,8,199.0
949,How the U.S. Government Works & How to Get Involved,5930,Self-paced on your time,Georgetown University,Lynn Ross-Anne Cammisa-Mark Rom-Clyde Wilcox,Introductory,Social Sciences,English,English,4–5 hours per week,6,49.0
950,Inspiring and Motivating Arts and Culture Teams,10817,Self-paced on your time,The University of Michigan,Scott DeRue-Maxim Sytch-National Arts Strategies (NAS),Introductory,Business & Management,English,English,3–5 hours per week,5,49.0
951,Principles of Microeconomics: An Economist Way of Thinking,0,Self-paced on your time,The University of Queensland,Carl Sherwood,Intermediate,Economics & Finance,English,English,1–2 hours per week,6,149.0
952,A System View of Communications: From Signals to Packets (Part 1),34261,Self-paced on your time,The Hong Kong University of Science and Technology,Bertram Shi-Shenghui Song,Introductory,Computer Science,English,English,4–6 hours per week,7,60.0
953,"Invasions, Rebellions, and the Fall of Imperial China",41537,Self-paced on your time,Harvard University,Peter K. Bol-William C. Kirby,Introductory,History,English,"English, 中文",1–3 hours per week,15,139.0
954,AP® English Literature & Composition – Part 3: Plays,6443,Self-paced on your time,"University of California, Berkeley",Maggie Sokolik,Introductory,Humanities,English,English,4–5 hours per week,7,49.0
955,Cómo implantar grupos de mejora de procesos,28100,Self-paced on your time,Universitat Politècnica de Valencia,Juan A. Marin-García-Julio J. García-Sabater-Julien Maheut-José Pedro García-Sabater,Introductory,Business & Management,Español,Español,3–4 hours per week,8,150.0
956,Proteins: Biology's Workforce,25893,Self-paced on your time,Rice University,Elizabeth Eich-Daniel J. Catanese,Intermediate,Biology & Life Sciences,English,English,4–6 hours per week,5,169.0
957,Introducción a los ritmos y relojes biológicos,6149,Self-paced on your time,Universidad Nacional de Córdoba,Mario Eduardo Guido-Eduardo Garbarino Pico-Ágata Carpentieri-María Ana Contin,Introductory,Science,Español,"English, Español",6–8 hours per week,4,50.0
958,Linear Algebra I: Linear Equations,0,Self-paced on your time,The Georgia Institute of Technology,Greg Mayer,Intermediate,Math,English,English,5–6 hours per week,3,199.0
959,"Fundamentals of Biomedical Imaging: Ultrasounds, X-ray, positron emission tomography (PET) and applications",10205,Self-paced on your time,École polytechnique fédérale de Lausanne,Rolf Gruetter,Advanced,Engineering,English,English,4–5 hours per week,7,169.0
960,Fundamentos de Electromagnetismo para Ingeniería,15040,Self-paced on your time,Universitat Politècnica de Valencia,Pilar Candelas Valiente-M. Ángeles Hernández Fenollosa-Constanza Rubio Michavila-Marcos Giménez Valentín,Introductory,Physics,Español,Español,4–5 hours per week,7,49.0
961,Sustainable Food Systems: A Mediterranean Perspective,6480,Self-paced on your time,SDG Academy,Jeffrey D. Sachs-Alessio Cavicchi-Sonia Massari-Stefano Pascucci,Intermediate,Food & Nutrition,English,"English, Français, Italiano",2–4 hours per week,10,49.0
962,Scripting and Programming Foundations,0,Self-paced on your time,Western Governors University,Gerri Light-Ryan Whisler,Introductory,Computer Science,English,English,9–10 hours per week,8,299.7
963,Using GPUs to Scale and Speed-up Deep Learning,9294,Self-paced on your time,IBM,Saeed Aghabozorgi,Intermediate,Data Analysis & Statistics,English,English,2–4 hours per week,5,99.0
964,StudioX: Creating a Course with edX Studio,20355,Self-paced on your time,edX,Nina Huntemann-Ben Piscopo,Introductory,Education & Teacher Training,English,English,4–6 hours per week,3,99.0
965,The Power of Data,0,Self-paced on your time,Rolls-Royce,James Hallam,Introductory,Data Analysis & Statistics,English,English,1–5 hours per week,2,49.0
